АКМ(размерность 55)

3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	

2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	

2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	

2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	

1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	

1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	

1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	

1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	

9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	

8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	

6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	

6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	

5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	

4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	4.2e-08	

4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	3.7e-08	

3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	3.3e-08	

3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	3e-08	

3e-08	3.3e-08	3.7e-08	4.2e-08	4.7e-08	5.3e-08	6.1e-08	6.9e-08	8e-08	9.2e-08	1.1e-07	1.2e-07	1.4e-07	1.7e-07	2e-07	2.3e-07	2.7e-07	3.1e-07	3.6e-07	4.3e-07	5e-07	5.8e-07	6.7e-07	7.8e-07	9.1e-07	1.1e-06	1.2e-06	1.4e-06	1.6e-06	1.9e-06	2.1e-06	2.5e-06	2.8e-06	3.2e-06	3.7e-06	4.2e-06	4.7e-06	5.3e-06	6e-06	6.8e-06	7.6e-06	8.5e-06	9.5e-06	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.6e-05	1.8e-05	1.9e-05	2.1e-05	2.3e-05	2.5e-05	2.7e-05	2.9e-05	

Вектор Сигма:

0.000309	0.000223	0.000223	0.000132	0.000132	8.92e-05	8.92e-05	6.73e-05	6.73e-05	5.41e-05	5.41e-05	4.54e-05	4.54e-05	3.92e-05	3.92e-05	3.46e-05	3.46e-05	3.1e-05	3.1e-05	2.82e-05	2.82e-05	2.6e-05	2.6e-05	2.41e-05	2.41e-05	2.26e-05	2.26e-05	2.13e-05	2.13e-05	2.02e-05	2.02e-05	1.93e-05	1.93e-05	1.85e-05	1.85e-05	1.78e-05	1.78e-05	1.73e-05	1.73e-05	1.68e-05	1.68e-05	1.64e-05	1.64e-05	1.6e-05	1.6e-05	1.58e-05	1.58e-05	1.56e-05	1.56e-05	1.54e-05	1.54e-05	1.53e-05	1.53e-05	1.53e-05	1.53e-05	Собственный вектор:

-0.0298	-0.051	-0.0717	-0.189	-0.179	-0.159	-0.131	-0.096	-0.0562	-0.0135	0.0299	0.0718	0.11	0.142	0.167	0.184	0.191	0.187	0.175	0.153	0.123	0.0865	0.0457	0.00263	-0.0406	-0.0818	-0.119	-0.149	-0.172	-0.186	-0.191	-0.185	-0.17	-0.146	-0.114	-0.0766	-0.0351	0.00826	0.0512	0.0915	0.127	0.156	0.177	0.188	0.19	0.182	0.165	0.139	0.105	0.0665	0.0243	-0.0191	-0.0616	-0.101	-0.135	
